fen,type,wdl,dtz,num_pieces,turn
7N/1K5N/8/8/7k/8/1B6/8 w - - 0 1,B+2N vs k,2,17,5,1
8/8/3r2k1/4B3/6K1/8/1P6/8 w - - 0 1,B+P vs k+r,2,1,5,1
8/7k/8/2K5/8/8/8/8 w - - 0 1,K vs k,0,0,2,1
8/8/8/8/4k2B/6K1/8/2N5 w - - 0 1,B+N vs k,2,58,4,1
8/8/5p2/8/6K1/2k5/8/8 w - - 0 1,K vs k+p,0,0,3,1
4k3/8/8/3N4/8/8/8/3K4 b - - 0 1,N vs k,0,0,3,0
1p6/3k4/8/8/1r6/8/7b/3K4 w - - 0 1,K vs k+r+b+p,-2,-2,5,1
8/4K3/4k3/8/8/1q6/8/8 w - - 0 1,K vs k+q,-2,-4,3,1
8/8/8/k7/3p4/4r3/4B2K/8 b - - 0 1,B vs k+r+p,2,1,5,0
8/8/8/8/8/1K6/7k/8 w - - 0 1,K vs k,0,0,2,1
8/8/8/3B1b2/8/8/8/3k2K1 w - - 0 1,B vs k+b,0,0,4,1
4K3/4q3/k3R2R/5b2/8/8/8/8 w - - 0 1,2R vs k+q+b,2,1,6,1
4b3/3k4/8/8/7K/8/8/8 b - - 0 1,K vs k+b,0,0,3,0
8/K1p5/8/3q4/8/k7/8/2b5 b - - 0 1,K vs k+q+b+p,2,1,5,0
8/5K2/8/8/8/8/1R6/6k1 b - - 0 1,R vs k,-2,-18,3,0
8/3K3k/3B4/8/8/8/3R4/8 b - - 0 1,R+B vs k,-2,-10,4,0
b7/7K/8/8/2P5/6p1/8/1k6 b - - 0 1,P vs k+b+p,2,1,5,0
8/4k3/8/8/8/8/n4K2/8 w - - 0 1,K vs k+n,0,0,3,1
8/8/5k2/8/8/8/3K4/6R1 w - - 0 1,R vs k,2,25,3,1
3k4/8/8/8/8/8/8/7K w - - 0 1,K vs k,0,0,2,1
8/8/6n1/8/4k3/2P5/K7/8 b - - 0 1,P vs k+n,0,0,4,0
2N5/6K1/3k4/8/8/8/5b2/8 b - - 0 1,N vs k+b,0,0,4,0
8/3B4/1k6/8/8/8/4K3/7p b - - 0 1,B vs k+p,2,3,4,0
8/4p2q/8/8/b7/5K2/8/k7 b - - 0 1,K vs k+q+b+p,2,1,5,0
8/8/8/3K3N/7k/1B6/8/6q1 b - - 0 1,B+N vs k+q,2,1,5,0
6qR/8/2nK4/7k/8/8/8/3Q4 w - - 0 1,Q+R vs k+q+n,2,1,6,1
8/1n1k4/8/2K5/3b4/8/8/8 w - - 0 1,K vs k+b+n,0,0,4,1
K2b4/8/8/2B5/k7/8/8/8 w - - 0 1,B vs k+b,0,0,4,1
8/8/8/8/8/Q1P2K2/3k4/7r w - - 0 1,Q+P vs k+r,2,3,5,1
8/8/8/6K1/8/7Q/8/1k1p2B1 w - - 0 1,Q+B vs k+p,2,3,5,1
8/6K1/8/5k2/5R2/5R2/8/8 b - - 0 1,2R vs k,-2,-6,4,0
7K/8/2r5/8/8/8/8/4k2Q b - - 0 1,Q vs k+r,-2,-2,4,0
4R3/8/8/5k2/8/8/8/1K1N4 w - - 0 1,R+N vs k,2,19,4,1
5K2/8/8/8/1B3k2/1Q6/8/8 w - - 0 1,Q+B vs k,2,7,4,1
8/8/KN6/8/8/8/2R3k1/8 b - - 0 1,R+N vs k,-2,-20,4,0
8/8/8/8/8/1k6/3b4/4K3 w - - 0 1,K vs k+b,0,0,3,1
8/8/6k1/8/8/8/4K3/n4n2 b - - 0 1,K vs k+2n,0,0,4,0
1K6/8/7k/8/4r3/8/5pN1/8 w - - 0 1,N vs k+r+p,-2,-2,5,1
3K4/8/8/4Q3/k7/8/8/8 b - - 0 1,Q vs k,-2,-14,3,0
8/1K6/8/2k5/8/8/8/8 w - - 0 1,K vs k,0,0,2,1
3n4/8/8/4k1n1/8/8/8/4pK2 w - - 0 1,K vs k+2n+p,0,0,5,1
8/8/8/6NK/8/3n4/3k4/8 b - - 0 1,N vs k+n,0,0,4,0
8/1R4N1/8/8/8/6R1/8/2k4K b - - 0 1,2R+N vs k,-2,-4,5,0
8/b7/8/8/K7/8/8/4k3 w - - 0 1,K vs k+b,0,0,3,1
b7/5k2/1n6/8/5R2/8/8/4K3 b - - 0 1,R vs k+b+n,0,0,5,0
3K4/8/3k4/2q5/8/1b6/8/1n6 b - - 0 1,K vs k+q+b+n,2,1,5,0
8/8/8/3q4/7K/8/8/6k1 b - - 0 1,K vs k+q,2,7,3,0
3B4/8/3K4/8/2k5/8/8/4P3 b - - 0 1,B+P vs k,-2,-4,4,0
4k3/K7/8/8/8/8/7r/8 b - - 0 1,K vs k+r,2,11,3,0
8/8/8/5K2/6N1/6k1/5n2/8 b - - 0 1,N vs k+n,0,0,4,0
7B/7k/8/8/3r4/1K6/8/8 b - - 0 1,B vs k+r,2,1,4,0
8/8/1K4R1/8/8/8/3k4/8 b - - 0 1,R vs k,-2,-26,3,0
8/8/8/8/3q1k1K/8/8/8 w - - 0 1,K vs k+q,-2,-4,3,1
8/8/8/8/8/5r2/k2K4/8 w - - 0 1,K vs k+r,-2,-22,3,1
6k1/8/8/1q5b/8/8/K6n/8 b - - 0 1,K vs k+q+b+n,2,1,5,0
8/8/8/8/3n4/K3q3/5B2/1k6 w - - 0 1,B vs k+q+n,0,0,5,1
8/3k3K/8/8/8/1n6/8/6q1 w - - 0 1,K vs k+q+n,-2,-6,4,1
8/8/8/8/5K2/8/8/1k6 w - - 0 1,K vs k,0,0,2,1
8/7k/8/8/5K2/8/8/1b6 b - - 0 1,K vs k+b,0,0,3,0
1K3k2/8/8/8/7R/8/8/8 w - - 0 1,R vs k,2,15,3,1
8/8/4K3/8/8/8/8/3k1p2 w - - 0 1,K vs k+p,0,0,3,1
8/6Qq/8/1K6/2Q5/k7/8/8 b - - 0 1,2Q vs k+q,0,0,5,0
8/2b5/8/8/2k5/8/4K3/8 b - - 0 1,K vs k+b,0,0,3,0
8/2k5/1B6/8/b7/7K/8/8 b - - 0 1,B vs k+b,0,0,4,0
5q2/4Q3/8/8/3K4/7P/8/1k6 b - - 0 1,Q+P vs k+q,2,1,5,0
5K2/8/2k5/8/4r3/8/8/8 w - - 0 1,K vs k+r,-2,-18,3,1
8/8/2K3k1/8/8/8/8/8 b - - 0 1,K vs k,0,0,2,0
8/8/8/1P6/7K/1Q6/8/5k2 b - - 0 1,Q+P vs k,-2,-2,4,0
R7/8/2rp4/8/6k1/8/5K2/8 b - - 0 1,R vs k+r+p,0,0,5,0
8/8/kp6/8/4B3/7N/8/2K5 b - - 0 1,B+N vs k+p,-2,-16,5,0
3k4/7R/q7/R3K3/8/8/8/8 w - - 0 1,2R vs k+q,2,1,5,1
6r1/8/8/8/8/3k4/5K2/8 w - - 0 1,K vs k+r,-2,-20,3,1
7k/q1K5/7b/8/8/3r4/8/8 w - - 0 1,K vs k+q+r+b,-2,-2,5,1
8/3k4/8/8/3K4/8/8/1r6 b - - 0 1,K vs k+r,2,25,3,0
4K3/8/8/4k3/8/nq6/8/8 b - - 0 1,K vs k+q+n,2,5,4,0
6B1/6R1/6k1/8/7b/3K4/5n2/8 b - - 0 1,R+B vs k+b+n,2,1,6,0
8/1B6/b7/k2K4/8/8/8/8 w - - 0 1,B vs k+b,0,0,4,1
5r2/8/8/K4k2/8/8/8/8 w - - 0 1,K vs k+r,-2,-22,3,1
3k4/7R/N3K3/3P4/8/8/8/8 w - - 0 1,R+N+P vs k,2,1,5,1
2k2Rn1/8/5K2/5q2/8/8/8/1Q6 w - - 0 1,Q+R vs k+q+n,2,1,6,1
4p3/8/8/8/5Q2/8/5K1k/8 b - - 0 1,Q vs k+p,-2,-4,4,0
8/8/8/4K2N/1k2B3/1B6/8/2q5 b - - 0 1,2B+N vs k+q,2,1,6,0
8/4p3/K7/8/8/8/8/3k4 b - - 0 1,K vs k+p,2,1,3,0
8/1k5Q/5K2/8/8/8/8/3r4 b - - 0 1,Q vs k+r,-2,-32,4,0
8/k7/8/3K4/8/8/7N/8 b - - 0 1,N vs k,0,0,3,0
7Q/3p4/1K6/4k3/8/8/8/8 b - - 0 1,Q vs k+p,-2,-6,4,0
k7/8/8/8/8/4B3/8/7K w - - 0 1,B vs k,0,0,3,1
8/6k1/K7/8/8/4P3/8/8 b - - 0 1,P vs k,0,0,3,0
8/K7/P7/8/Q7/8/n7/1pk5 w - - 0 1,Q+P vs k+n+p,2,1,6,1
8/k7/8/8/8/3n4/1K6/8 w - - 0 1,K vs k+n,0,0,3,1
8/5N2/8/k7/4K3/1r6/7B/8 b - - 0 1,B+N vs k+r,0,0,5,0
6N1/5k2/1r6/5b2/7K/8/8/8 b - - 0 1,N vs k+r+b,2,1,5,0
8/3p4/8/1k6/8/8/2K5/8 b - - 0 1,K vs k+p,2,3,3,0
8/3k4/8/8/5K2/8/8/8 w - - 0 1,K vs k,0,0,2,1
5K2/8/8/8/8/7k/8/8 w - - 0 1,K vs k,0,0,2,1
5K2/2P5/3k4/8/8/3b4/2B5/8 w - - 0 1,B+P vs k+b,2,1,5,1
8/4b3/2R5/4k3/8/6K1/8/8 b - - 0 1,R vs k+b,0,0,4,0
q7/4p3/3k4/1K6/2B5/8/8/8 b - - 0 1,B vs k+q+p,2,1,5,0
5P2/8/8/8/4r3/8/5K2/1k6 b - - 0 1,P vs k+r,2,3,4,0
K7/1n6/8/8/6k1/8/8/8 w - - 0 1,K vs k+n,0,0,3,1
4p3/8/4k3/8/8/8/5K2/7r w - - 0 1,K vs k+r+p,-2,-2,4,1
8/1k6/8/8/5B2/8/2K5/8 w - - 0 1,B vs k,0,0,3,1
1K6/8/6R1/8/8/8/8/5k2 w - - 0 1,R vs k,2,27,3,1
7q/8/4q3/K7/8/8/8/3n1k2 w - - 0 1,K vs k+2q+n,-2,-4,5,1
8/8/1K2n3/8/8/2k5/4B3/8 b - - 0 1,B vs k+n,0,0,4,0
8/8/5Kk1/8/8/8/8/8 w - - 0 1,K vs k,0,0,2,1
5k2/P7/4BK2/3q2R1/8/8/8/8 w - - 0 1,R+B+P vs k+q,2,1,6,1
8/8/2k5/8/4n3/4q3/6K1/8 w - - 0 1,K vs k+q+n,-2,-4,4,1
7k/8/8/8/2NP4/8/7K/8 b - - 0 1,N+P vs k,-2,-2,4,0
3b4/8/1q4K1/8/8/5k2/8/2R5 w - - 0 1,R vs k+q+b,-2,-10,5,1
8/8/8/7k/8/5Q2/K5q1/8 w - - 0 1,Q vs k+q,2,1,4,1
8/1r6/8/1P6/8/b2k4/8/1KR5 b - - 0 1,R+P vs k+r+b,2,1,6,0
8/8/6k1/8/8/3b4/8/6K1 b - - 0 1,K vs k+b,0,0,3,0
8/8/8/8/B3k3/8/8/6K1 w - - 0 1,B vs k,0,0,3,1
6n1/2P5/8/8/5p2/5k2/7K/8 b - - 0 1,P vs k+n+p,2,5,5,0
6k1/8/8/8/8/1q1pK3/5B2/N7 w - - 0 1,B+N vs k+q+p,2,1,6,1
8/8/7P/1b4b1/8/K7/8/5k2 w - - 0 1,P vs k+2b,-2,-4,5,1
4k3/8/8/5BK1/8/8/8/8 b - - 0 1,B vs k,0,0,3,0
6K1/8/3k4/8/8/8/8/8 w - - 0 1,K vs k,0,0,2,1
8/8/6k1/8/1K6/8/8/8 b - - 0 1,K vs k,0,0,2,0
7b/5q2/8/1K6/8/8/1b6/4k3 b - - 0 1,K vs k+q+2b,2,7,5,0
4R3/8/8/8/N7/8/K3k1q1/8 b - - 0 1,R+N vs k+q,0,0,5,0
4b1k1/8/8/8/8/4K3/8/8 w - - 0 1,K vs k+b,0,0,3,1
2k5/1p6/5Q2/6R1/8/8/4K3/8 b - - 0 1,Q+R vs k+p,-2,-4,5,0
1N6/8/k2q4/4q3/8/8/1P6/K7 b - - 0 1,N+P vs k+2q,2,1,6,0
8/8/8/8/7k/1Q6/1PBK4/1n6 w - - 0 1,Q+B+P vs k+n,2,1,6,1
5p2/8/5K2/5b2/1k6/8/8/8 b - - 0 1,K vs k+b+p,2,3,4,0
p7/1bP5/4K3/3k4/8/8/8/8 w - - 0 1,P vs k+b+p,-2,-2,5,1
5K2/3k4/7Q/8/6B1/8/8/8 b - - 0 1,Q+B vs k,-2,-6,4,0
8/5n2/8/8/k7/7K/8/8 w - - 0 1,K vs k+n,0,0,3,1
8/R7/8/3b4/3k1n2/6K1/8/8 w - - 0 1,R vs k+b+n,0,0,5,1
8/8/7k/8/8/8/8/2K5 w - - 0 1,K vs k,0,0,2,1
8/8/4Q3/8/6kn/8/2B4K/8 b - - 0 1,Q+B vs k+n,-2,-6,5,0
8/3n4/3q4/8/1K6/4k2P/8/8 w - - 0 1,P vs k+q+n,-2,-4,5,1
8/8/3Q4/8/8/8/4k1K1/2b5 w - - 0 1,Q vs k+b,2,11,4,1
4Q3/8/8/2nK4/7k/8/8/8 b - - 0 1,Q vs k+n,-2,-4,4,0
1k3K2/8/3N4/8/8/3n4/8/8 w - - 0 1,N vs k+n,0,0,4,1
8/8/8/k7/8/8/4K3/8 b - - 0 1,K vs k,0,0,2,0
K7/1q2k3/8/8/2P5/8/5n2/8 w - - 0 1,P vs k+q+n,0,0,5,1
6B1/8/8/8/8/1R1k2K1/8/8 b - - 0 1,R+B vs k,-2,-16,4,0
6k1/8/5R2/6P1/2K1b3/8/8/8 b - - 0 1,R+P vs k+b,-2,-24,5,0
6k1/8/8/7K/4b3/8/8/8 b - - 0 1,K vs k+b,0,0,3,0
5k2/8/8/8/5K2/p7/8/8 b - - 0 1,K vs k+p,2,1,3,0
4K3/8/8/8/4p3/8/n7/1k6 w - - 0 1,K vs k+n+p,-2,-2,4,1
6k1/8/8/2B5/8/8/3B4/K4B2 w - - 0 1,3B vs k,2,11,5,1
6K1/8/3P4/2k5/8/6n1/8/7B b - - 0 1,B+P vs k+n,0,0,5,0
8/5K2/8/8/3k4/8/8/8 b - - 0 1,K vs k,0,0,2,0
8/5k2/1p6/8/8/8/3K4/1P4p1 b - - 0 1,P vs k+2p,-2,-1,5,0
3n4/4K3/8/6b1/7k/6Q1/8/8 w - - 0 1,Q vs k+b+n,2,3,5,1
8/8/8/8/1Nk4K/8/8/8 w - - 0 1,N vs k,0,0,3,1
8/1K2n1k1/8/8/8/8/8/8 b - - 0 1,K vs k+n,0,0,3,0
8/2q5/8/8/1K6/8/8/6k1 b - - 0 1,K vs k+q,2,13,3,0
6R1/8/8/3K2k1/8/8/8/8 b - - 0 1,R vs k,-2,-22,3,0
8/5k1B/7K/8/8/7P/3r4/8 w - - 0 1,B+P vs k+r,0,0,5,1
2r5/8/8/8/7p/8/2k4K/8 w - - 0 1,K vs k+r+p,-2,-4,4,1
3Q1Q2/4r1N1/8/3K4/8/7k/8/8 w - - 0 1,2Q+N vs k+r,2,1,6,1
8/2K5/8/B7/4r3/1P1k4/6Q1/8 w - - 0 1,Q+B+P vs k+r,2,1,6,1
8/4k3/8/8/8/4K3/3N4/8 w - - 0 1,N vs k,0,0,3,1
1B6/8/2K5/8/k7/8/8/8 w - - 0 1,B vs k,0,0,3,1
8/3R4/7b/7K/1k6/8/8/3n4 b - - 0 1,R vs k+b+n,0,0,5,0
8/8/8/5k2/1K6/1R6/8/3N4 b - - 0 1,R+N vs k,-2,-16,4,0
8/3B4/8/k7/8/7K/8/8 w - - 0 1,B vs k,0,0,3,1
8/6R1/k7/1n6/3K4/8/4r3/8 w - - 0 1,R vs k+r+n,0,0,5,1
8/8/5R2/kR6/8/3K4/8/8 b - - 0 1,2R vs k,-2,-2,4,0
6k1/8/8/8/2K5/8/4Q3/8 b - - 0 1,Q vs k,-2,-12,3,0
8/1K6/8/8/k1R5/8/8/4Q3 b - - 0 1,Q+R vs k,-2,-4,4,0
8/5K2/1P2Q3/8/8/8/8/5Pk1 w - - 0 1,Q+2P vs k,2,1,5,1
k5K1/8/8/8/8/2R5/8/4Nq2 b - - 0 1,R+N vs k+q,2,1,5,0
8/6k1/8/1N6/8/8/P7/7K b - - 0 1,N+P vs k,-2,-2,4,0
7q/8/5B2/4N3/8/2pk2K1/8/8 w - - 0 1,B+N vs k+q+p,2,1,6,1
2K5/6p1/8/8/8/3k4/8/8 w - - 0 1,K vs k+p,-2,-2,3,1
8/8/8/8/8/2K5/8/2k2q2 b - - 0 1,K vs k+q,2,9,3,0
3q4/8/8/8/8/1k6/5K2/8 w - - 0 1,K vs k+q,-2,-14,3,1
3r2K1/8/8/8/8/8/3k3Q/8 b - - 0 1,Q vs k+r,-2,-52,4,0
8/8/8/8/8/2k5/4b3/6K1 w - - 0 1,K vs k+b,0,0,3,1
8/1q6/8/5Kp1/2k5/8/8/Q7 w - - 0 1,Q vs k+q+p,0,0,5,1
3k4/8/8/8/5K2/4q3/8/8 w - - 0 1,K vs k+q,0,0,3,1
4K3/8/8/8/2r5/8/8/1k6 w - - 0 1,K vs k+r,-2,-28,3,1
6k1/8/8/8/2r5/8/K7/8 w - - 0 1,K vs k+r,-2,-26,3,1
p7/3k1p2/8/1r6/8/8/1K6/8 w - - 0 1,K vs k+r+2p,-2,-2,5,1
8/8/3K1n2/1k6/8/8/8/8 w - - 0 1,K vs k+n,0,0,3,1
8/8/k7/8/8/K7/8/8 w - - 0 1,K vs k,0,0,2,1
8/1r3P2/8/3k4/7K/Q7/8/8 w - - 0 1,Q+P vs k+r,2,1,5,1
2q5/8/3k4/8/4K3/8/8/8 w - - 0 1,K vs k+q,-2,-14,3,1
K7/8/8/8/7k/8/8/8 b - - 0 1,K vs k,0,0,2,0
8/8/8/5k1K/8/3b4/8/3Q4 b - - 0 1,Q vs k+b,-2,-20,4,0
8/8/8/8/8/7R/K7/5k2 b - - 0 1,R vs k,-2,-20,3,0
8/5R2/k7/8/5K2/8/5p2/6P1 w - - 0 1,R+P vs k+p,2,1,5,1
8/8/Pn6/8/3k4/8/6b1/6K1 b - - 0 1,P vs k+b+n,2,5,5,0
8/8/8/8/8/8/1k1K2q1/6B1 w - - 0 1,B vs k+q,-2,-2,4,1
3k4/1N6/1K6/8/5P2/6q1/8/8 b - - 0 1,N+P vs k+q,2,3,5,0
8/8/8/R5r1/k2n4/5K2/8/8 b - - 0 1,R vs k+r+n,2,1,5,0
7b/8/6kB/8/8/1Kn5/8/8 b - - 0 1,B vs k+b+n,2,1,5,0
8/8/8/8/8/3B4/8/1K4k1 w - - 0 1,B vs k,0,0,3,1
2p5/8/1K6/8/k7/8/q7/8 b - - 0 1,K vs k+q+p,2,1,4,0
8/8/3k4/8/1K2q3/8/8/4p3 w - - 0 1,K vs k+q+p,-2,-4,4,1
8/8/5K2/8/8/8/R2kR3/8 b - - 0 1,2R vs k,-2,-6,4,0
8/5K2/5p2/8/1R6/5k1p/8/8 w - - 0 1,R vs k+2p,0,0,5,1
8/3Q4/2K5/8/2N5/8/4k3/8 w - - 0 1,Q+N vs k,2,7,4,1
1k6/8/8/8/8/7K/8/8 w - - 0 1,K vs k,0,0,2,1
8/8/8/R7/8/4K3/8/1k6 b - - 0 1,R vs k,-2,-16,3,0
8/8/6n1/8/8/k3K3/8/8 w - - 0 1,K vs k+n,0,0,3,1
7k/8/3rQ3/8/3r4/8/6Q1/2K5 w - - 0 1,2Q vs k+2r,2,1,6,1
8/3k3P/8/8/8/8/8/7K b - - 0 1,P vs k,-2,-2,3,0
1R6/6k1/6r1/8/2K5/8/8/4p3 w - - 0 1,R vs k+r+p,0,0,5,1
8/8/1kQ5/8/5r2/5Kb1/8/1Q6 w - - 0 1,2Q vs k+r+b,2,1,6,1
8/8/8/3nq3/8/8/K4k1R/8 b - - 0 1,R vs k+q+n,2,1,5,0
8/8/8/8/6K1/8/5P2/5k2 w - - 0 1,P vs k,2,1,3,1
2q5/8/2K3kp/8/8/8/8/4q3 w - - 0 1,K vs k+2q+p,-2,-2,5,1
8/8/8/6p1/8/8/8/3k3K w - - 0 1,K vs k+p,0,0,3,1
8/8/3r1K1k/4q3/n7/8/8/8 w - - 0 1,K vs k+q+r+n,-2,-2,5,1
8/8/4K1n1/8/8/8/8/1k6 w - - 0 1,K vs k+n,0,0,3,1
3k4/1K6/8/8/8/8/8/2p5 b - - 0 1,K vs k+p,2,3,3,0
8/n7/8/3k4/8/8/K7/8 b - - 0 1,K vs k+n,0,0,3,0
2N5/8/8/5K2/8/k7/8/6b1 b - - 0 1,N vs k+b,0,0,4,0
8/4p3/8/1q6/8/P2k4/5K2/8 w - - 0 1,P vs k+q+p,-2,-2,5,1
8/8/4k3/8/3K4/8/8/8 w - - 0 1,K vs k,0,0,2,1
8/8/K4B2/8/6k1/8/6b1/8 b - - 0 1,B vs k+b,0,0,4,0
2q5/8/8/8/8/6k1/1K6/8 b - - 0 1,K vs k+q,2,13,3,0
2k5/8/6r1/1Q2K3/8/8/8/8 w - - 0 1,Q vs k+r,2,3,4,1
8/8/8/8/P7/6Q1/8/3K3k b - - 0 1,Q+P vs k,0,0,4,0
3k4/8/8/8/8/8/K7/8 w - - 0 1,K vs k,0,0,2,1
5k2/7K/1P6/8/8/3b4/8/8 w - - 0 1,P vs k+b,0,0,4,1
2k5/8/8/8/8/8/K7/8 w - - 0 1,K vs k,0,0,2,1
4QK2/8/8/k7/8/8/7b/8 b - - 0 1,Q vs k+b,-2,-16,4,0
8/8/6k1/1KN5/8/8/8/8 w - - 0 1,N vs k,0,0,3,1
8/8/8/8/8/6P1/1K1pk3/3P4 b - - 0 1,2P vs k+p,2,1,5,0
K1k5/8/8/6N1/8/2r5/8/8 b - - 0 1,N vs k+r,2,1,4,0
8/8/1q6/8/7N/7k/3P4/4K1N1 b - - 0 1,2N+P vs k+q,2,1,6,0
8/7n/8/8/8/4K3/8/k7 b - - 0 1,K vs k+n,0,0,3,0
8/K7/8/4p3/5p2/P7/1k5p/8 b - - 0 1,P vs k+3p,2,1,6,0
8/4K3/8/8/3k4/8/8/5n2 b - - 0 1,K vs k+n,0,0,3,0
8/4n3/6k1/n7/5K2/8/8/8 b - - 0 1,K vs k+2n,0,0,4,0
8/6k1/8/8/4b3/8/2K2R2/Q7 w - - 0 1,Q+R vs k+b,2,3,5,1
7K/8/k1q5/8/8/8/8/7p b - - 0 1,K vs k+q+p,2,1,4,0
8/8/5k2/8/7B/2B5/7Q/6rK w - - 0 1,Q+2B vs k+r,2,1,6,1
2K5/8/P7/8/8/6p1/1n1k4/8 b - - 0 1,P vs k+n+p,2,1,5,0
1p4N1/4k3/8/8/Q1K5/8/8/8 b - - 0 1,Q+N vs k+p,-2,-4,5,0
6K1/8/8/8/8/4k3/8/2r5 w - - 0 1,K vs k+r,-2,-20,3,1
8/8/8/k7/6K1/8/8/8 b - - 0 1,K vs k,0,0,2,0
8/8/8/8/8/8/2k4K/8 b - - 0 1,K vs k,0,0,2,0
8/8/8/8/Q7/1k6/K7/2N5 b - - 0 1,Q+N vs k,0,0,4,0
8/8/k7/8/8/7K/3n4/4r3 b - - 0 1,K vs k+r+n,2,13,4,0
1Q6/8/8/8/8/2k5/5K2/1n5n w - - 0 1,Q vs k+2n,2,3,5,1
8/8/1N6/8/bK3kR1/3q4/8/8 b - - 0 1,R+N vs k+q+b,2,1,6,0
6k1/8/2P1P3/5K2/8/8/6b1/8 w - - 0 1,2P vs k+b,0,0,5,1
8/8/5NK1/4N3/4k3/6n1/8/8 b - - 0 1,2N vs k+n,0,0,5,0
k3q3/8/8/8/2K5/n7/8/8 w - - 0 1,K vs k+q+n,-2,-10,4,1
2r1B1k1/8/8/8/8/8/3K4/8 b - - 0 1,B vs k+r,2,1,4,0
5K2/8/8/2p5/1p5k/8/2B5/8 b - - 0 1,B vs k+2p,0,0,5,0
B7/8/5k2/8/3K4/8/8/8 w - - 0 1,B vs k,0,0,3,1
8/8/8/1k4r1/8/8/7K/5r2 b - - 0 1,K vs k+2r,2,1,4,0
8/K7/2p5/8/8/5kr1/8/8 b - - 0 1,K vs k+r+p,2,1,4,0
8/8/2P2K2/8/8/8/k7/8 w - - 0 1,P vs k,2,1,3,1
8/8/7K/8/Nk6/8/8/8 b - - 0 1,N vs k,0,0,3,0
4B2k/2N5/8/2K5/8/8/8/3q4 b - - 0 1,B+N vs k+q,2,49,5,0
4B3/3p4/8/K7/8/6p1/5k2/8 b - - 0 1,B vs k+2p,2,1,5,0
2B5/8/K7/8/8/1k6/8/8 b - - 0 1,B vs k,0,0,3,0
5K2/k7/8/8/8/6P1/8/Q7 b - - 0 1,Q+P vs k,-2,-2,4,0
7k/4PR2/8/2N5/8/8/8/7K w - - 0 1,R+N+P vs k,2,1,5,1
8/8/6p1/5k2/3b3p/8/8/4K3 w - - 0 1,K vs k+b+2p,-2,-2,5,1
3K4/8/8/8/8/3k4/5P2/8 w - - 0 1,P vs k,0,0,3,1
2K5/6q1/7k/3n4/8/8/8/4B3 b - - 0 1,B vs k+q+n,2,1,5,0
8/6k1/7q/N7/8/4q3/6K1/8 b - - 0 1,N vs k+2q,2,1,5,0
8/8/2k5/8/3K4/8/1p6/8 b - - 0 1,K vs k+p,2,1,3,0
8/8/8/8/8/3K4/8/1k6 b - - 0 1,K vs k,0,0,2,0
7k/8/8/8/8/4K3/8/8 w - - 0 1,K vs k,0,0,2,1
8/8/4B3/5k2/8/8/8/4K3 b - - 0 1,B vs k,0,0,3,0
8/6R1/8/8/8/7k/8/2n4K b - - 0 1,R vs k+n,0,0,4,0
8/8/2k3B1/8/8/8/7K/8 w - - 0 1,B vs k,0,0,3,1
8/8/8/1p5p/7R/1B6/K7/4k3 w - - 0 1,R+B vs k+2p,2,1,6,1
8/8/2k5/1K6/8/8/8/8 b - - 0 1,K vs k,0,0,2,0
4N3/8/8/8/5q2/8/8/2kB2K1 b - - 0 1,B+N vs k+q,2,1,5,0
3k4/8/8/8/8/7R/2K5/8 b - - 0 1,R vs k,-2,-26,3,0
B7/8/8/5r2/8/2k5/2p5/3K1R2 b - - 0 1,R+B vs k+r+p,2,1,6,0
8/6K1/8/4k3/1r6/8/8/8 w - - 0 1,K vs k+r,-2,-16,3,1
n7/8/8/4K3/8/3p4/8/7k w - - 0 1,K vs k+n+p,-2,-2,4,1
3K4/Q7/8/1b6/8/8/2P5/6k1 b - - 0 1,Q+P vs k+b,-2,-2,5,0
8/8/8/6k1/1K3n2/8/8/8 w - - 0 1,K vs k+n,0,0,3,1
3K4/3Q4/8/8/5b1k/8/3q4/8 b - - 0 1,Q vs k+q+b,0,0,5,0
p7/8/1R6/8/8/8/3k4/1K1r4 w - - 0 1,R vs k+r+p,-2,-1,5,1
8/8/7k/8/8/N7/8/K7 b - - 0 1,N vs k,0,0,3,0
8/K7/8/6b1/k7/6p1/8/8 b - - 0 1,K vs k+b+p,2,1,4,0
4p3/8/8/8/1r2k2r/8/5K2/8 b - - 0 1,K vs k+2r+p,2,1,5,0
8/8/4k3/1q4r1/8/8/8/3K4 b - - 0 1,K vs k+q+r,2,3,4,0
8/7k/7K/8/8/8/8/8 w - - 0 1,K vs k,0,0,2,1
4k3/8/5K2/8/8/8/7Q/8 w - - 0 1,Q vs k,2,3,3,1
5RK1/8/8/6P1/6k1/1n6/8/8 b - - 0 1,R+P vs k+n,0,0,5,0
K4k2/8/8/8/8/8/1P4p1/P7 b - - 0 1,2P vs k+p,2,1,5,0
3R2p1/8/4K3/1r6/5k2/8/8/8 w - - 0 1,R vs k+r+p,0,0,5,1
2R5/8/8/6K1/8/8/4k3/8 w - - 0 1,R vs k,2,19,3,1
4B3/8/8/7R/6K1/3k4/8/8 b - - 0 1,R+B vs k,-2,-16,4,0
4b3/4P3/8/8/8/5b2/2k4K/8 w - - 0 1,P vs k+2b,0,0,5,1
3k4/6b1/8/8/8/1K6/3B4/8 b - - 0 1,B vs k+b,0,0,4,0
8/2k5/8/1q6/4n3/1K6/8/8 w - - 0 1,K vs k+q+n,-2,-8,4,1
5k2/8/8/8/1K6/8/8/8 w - - 0 1,K vs k,0,0,2,1
